"Replicate","Camel","Cow","Sheep","Goat"
191,19.65397623625373,6.092181035058602,2.878333985787018,1.7467540126107526
192,19.902117489771086,5.3792079511452195,3.355429254828129,1.599218971334543
193,8.985494036086632,5.3293406731859765,3.0432792949328644,1.923071435731431
194,17.244932138308208,4.590196057049399,3.0316481390646666,1.6511584141998963
195,16.588084896475436,6.306948287170383,3.6818231861486765,2.339221859866927
196,19.094091229158888,6.096672833610781,4.118348673865645,2.0505469355491277
197,17.1827984320342,4.658880141654709,3.3314160026304265,1.7575545333784532
198,13.677914697068005,4.850967196918648,3.2788330046562617,1.7991235274292925
199,17.212433252188326,6.064248664002327,3.1829055341350783,1.956367815397317
200,14.334527523376444,5.428521759522855,2.9455342166876965,2.267235138511388
